행정구역,2008년_총인구수,2008년_세대수,2008년_남자 인구수,2008년_여자 인구수,2009년_총인구수,2009년_세대수,2009년_남자 인구수,2009년_여자 인구수,2010년_총인구수,2010년_세대수,2010년_남자 인구수,2010년_여자 인구수,2011년_총인구수,2011년_세대수,2011년_남자 인구수,2011년_여자 인구수,2012년_총인구수,2012년_세대수,2012년_남자 인구수,2012년_여자 인구수,2013년_총인구수,2013년_세대수,2013년_남자 인구수,2013년_여자 인구수,2014년_총인구수,2014년_세대수,2014년_남자 인구수,2014년_여자 인구수,2015년_총인구수,2015년_세대수,2015년_남자 인구수,2015년_여자 인구수,2016년_총인구수,2016년_세대수,2016년_남자 인구수,2016년_여자 인구수,2017년_총인구수,2017년_세대수,2017년_남자 인구수,2017년_여자 인구수
제주특별자치도  (5000000000),560618,214681,280088,280530,562663,217711,281319,281344,571255,224713,285582,285673,576156,227873,288152,288004,583713,232141,292213,291500,593806,238465,297504,296302,607346,246516,304656,302690,624395,256928,313428,310967,641597,266972,322545,319052,657083,278203,330823,326260
